Timestamp,Temperature,Specific Conductivity,Conductivity,Salinity,Dissolved Oxygen,Dissolved Oxygen 2,Pressure,Depth,pH,Turbidity,Chlorophyll,Chlorophyll 2,BGA-PE,BGA-PE 2,FDOM,FDOM 2,Battery,Bat,Site
2017-03-11 04:00:00,8.31,19.02,12.96,11.26,105.6,11.54,1.52,1.06,8.55,3.72,8.7,32.5,17.7,41,4.8,17.97,6.4,NA,SERC
2017-03-11 04:06:00,8.3,19.01,12.95,11.26,105.4,11.52,1.52,1.06,8.55,3.51,8.6,31.9,18.4,42,4.8,17.83,6.4,NA,SERC
2017-03-11 04:12:00,8.29,19.01,12.94,11.26,105.4,11.52,1.53,1.06,8.55,3.76,11,40.9,21.7,52,4.8,17.94,6.4,NA,SERC
2017-03-11 04:18:00,8.28,19.01,12.94,11.26,105.1,11.49,1.53,1.06,8.55,3.97,9,33.5,18.4,43,4.8,17.96,6.4,NA,SERC
2017-03-11 04:24:00,8.28,19.01,12.94,11.25,104.6,11.44,1.53,1.07,8.54,4.26,8.7,32.5,17.8,41,4.8,17.9,6.4,NA,SERC
2017-03-11 04:30:00,8.27,19,12.93,11.25,104.2,11.39,1.53,1.07,8.54,5.85,10.8,40.3,22.8,56,4.8,17.93,6.4,NA,SERC
2017-03-11 04:36:00,8.27,19.01,12.93,11.25,104.1,11.38,1.54,1.07,8.54,5.48,9,33.3,17.6,40,4.9,18,6.4,NA,SERC
2017-03-11 04:42:00,8.23,19,12.92,11.25,103.6,11.34,1.54,1.07,8.53,5.87,8.6,32.2,19.7,46,4.7,17.57,6.4,NA,SERC
2017-03-11 04:48:00,8.21,19,12.91,11.25,103.4,11.33,1.54,1.07,8.53,4.91,8.9,33,17.6,40,4.8,17.73,6.4,NA,SERC
2017-03-11 04:54:00,8.19,19,12.9,11.25,103.1,11.3,1.54,1.07,8.52,5.07,8.5,31.7,16.9,38,4.8,17.95,6.4,NA,SERC
2017-03-11 05:00:00,8.23,19,12.92,11.25,103,11.28,1.54,1.07,8.52,5.95,8.4,31.1,15.3,33,4.9,18.06,6.4,NA,SERC
2017-03-11 05:06:00,8.22,19,12.91,11.25,102.9,11.27,1.54,1.08,8.52,6.29,8.6,32.1,17.6,40,4.9,18,6.4,NA,SERC
2017-03-11 05:12:00,8.19,18.99,12.9,11.24,102.7,11.26,1.55,1.08,8.52,6.37,7.8,29,15.8,35,4.9,18.09,6.4,NA,SERC
2017-03-11 05:18:00,8.19,18.99,12.9,11.24,102.5,11.23,1.55,1.08,8.52,6.24,8.1,30,17.3,39,4.9,18.05,6.4,NA,SERC
2017-03-11 05:24:00,8.14,19,12.88,11.25,102.5,11.25,1.55,1.08,8.51,5.87,9.2,34.2,16.9,38,4.8,17.92,6.4,NA,SERC
2017-03-11 05:30:00,8.15,18.99,12.88,11.24,102.3,11.22,1.55,1.08,8.51,5.05,8.7,32.3,17.8,41,4.8,17.88,6.4,NA,SERC
2017-03-11 05:36:00,8.12,18.99,12.87,11.24,102.2,11.22,1.55,1.08,8.51,4.63,8.5,31.6,16.6,37,4.8,17.92,6.4,NA,SERC
2017-03-11 05:42:00,8.09,19,12.86,11.24,102.2,11.23,1.55,1.08,8.51,4.57,8.2,30.5,16.2,36,4.9,18.12,6.4,NA,SERC
2017-03-11 05:48:00,8.1,19,12.87,11.25,102.3,11.23,1.55,1.08,8.51,4.92,7.9,29.2,14.5,31,4.9,18.25,6.4,NA,SERC
2017-03-11 05:54:00,8.07,19,12.86,11.25,102,11.22,1.56,1.08,8.51,4.49,8.6,32,18.6,43,4.9,18.07,6.4,NA,SERC
2017-03-11 06:00:00,8.07,19,12.86,11.25,102,11.22,1.55,1.08,8.51,4.58,8.8,32.6,18.6,43,4.9,18.21,6.4,NA,SERC
2017-03-11 06:06:00,8.05,19,12.85,11.25,102,11.21,1.55,1.08,8.51,4.52,8.8,32.6,17.2,39,4.8,17.77,6.4,NA,SERC
2017-03-11 06:12:00,8.03,19.01,12.84,11.25,101.7,11.19,1.55,1.08,8.51,5.61,9.4,34.8,18.3,42,4.8,17.93,6.4,NA,SERC
2017-03-11 06:18:00,7.99,19.01,12.83,11.25,101.7,11.2,1.56,1.09,8.51,4.61,9,33.6,18.3,42,4.9,18.23,6.4,NA,SERC
2017-03-11 06:24:00,7.97,19.01,12.82,11.25,101.6,11.2,1.56,1.09,8.51,5.04,8.3,31,19.7,46,4.8,17.98,6.4,NA,SERC
2017-03-11 06:30:00,7.96,19.01,12.82,11.25,101.6,11.19,1.56,1.09,8.51,4.49,9.5,35.3,17.9,41,4.8,17.9,6.4,NA,SERC
2017-03-11 06:36:00,7.93,19.01,12.81,11.25,101.4,11.18,1.56,1.09,8.51,6.03,8.9,33.2,16.8,38,4.8,17.91,6.4,NA,SERC
2017-03-11 06:42:00,7.92,19.01,12.81,11.25,101.4,11.18,1.56,1.09,8.51,5.74,8.8,32.9,19.4,45,4.9,18.29,6.4,NA,SERC
2017-03-11 06:48:00,7.91,19.01,12.8,11.25,101.3,11.17,1.56,1.09,8.51,8.65,9.1,34,16.7,37,4.9,17.99,6.4,NA,SERC
2017-03-11 06:54:00,7.9,19,12.8,11.24,101.2,11.17,1.56,1.09,8.51,5.02,9,33.6,18.2,42,4.9,18.22,6.4,NA,SERC
2017-03-11 07:00:00,7.9,19,12.79,11.24,101.2,11.17,1.56,1.09,8.5,5.97,8.4,31.1,18.9,44,4.9,18.03,6.4,NA,SERC
2017-03-11 07:06:00,7.88,19,12.79,11.24,101.4,11.19,1.56,1.09,8.51,4.25,8.8,32.7,16.8,38,4.9,18.18,6.4,NA,SERC
2017-03-11 07:12:00,7.87,19.01,12.79,11.24,101.3,11.19,1.57,1.09,8.51,3.93,8.5,31.8,17.5,40,4.9,18.21,6.4,NA,SERC
2017-03-11 07:18:00,7.88,19.01,12.79,11.25,101.2,11.17,1.57,1.09,8.51,4.1,8.3,30.9,15.9,35,4.9,18.34,6.4,NA,SERC
2017-03-11 07:24:00,7.87,19.01,12.79,11.25,101.2,11.18,1.57,1.09,8.51,3.71,8.3,30.7,16.4,37,4.9,18.22,6.4,NA,SERC
2017-03-11 07:30:00,7.86,19.01,12.79,11.25,101.4,11.2,1.57,1.09,8.51,3.57,9.4,35.1,18.4,43,4.9,18.21,6.4,NA,SERC
2017-03-11 07:36:00,7.85,19.01,12.78,11.25,101.6,11.23,1.57,1.09,8.51,3.75,7.9,29.4,16.6,37,4.9,18.17,6.4,NA,SERC
2017-03-11 07:42:00,7.84,19.01,12.78,11.25,101.9,11.26,1.57,1.1,8.52,3.9,7.8,29,16.2,36,4.9,18.12,6.4,NA,SERC
2017-03-11 07:48:00,7.83,19.01,12.77,11.25,101.9,11.26,1.57,1.1,8.52,3.31,8.9,33.2,18.5,43,4.9,18.05,6.4,NA,SERC
2017-03-11 07:54:00,7.81,19.01,12.77,11.25,102,11.28,1.57,1.1,8.52,3.23,7.5,27.8,15.5,34,4.9,18.14,6.4,NA,SERC
2017-03-11 08:00:00,7.8,19.01,12.77,11.25,101.9,11.28,1.57,1.1,8.52,3.4,8,29.9,15.5,34,4.9,18.17,6.4,NA,SERC
2017-03-11 08:06:00,7.79,19.02,12.77,11.25,102.2,11.3,1.57,1.1,8.52,3.5,8.1,30.1,14.8,32,4.9,18.01,6.4,NA,SERC
2017-03-11 08:12:00,7.79,19.02,12.76,11.25,102.4,11.33,1.57,1.1,8.52,3.53,7.5,28,15.1,33,4.9,18.04,6.4,NA,SERC
2017-03-11 08:18:00,7.77,19.02,12.76,11.25,102.3,11.33,1.57,1.1,8.52,3.49,7.4,27.4,14.5,31,4.8,17.91,6.4,NA,SERC
2017-03-11 08:24:00,7.77,19.01,12.76,11.25,102.5,11.35,1.57,1.1,8.52,3.36,7.6,28.3,14.7,32,4.8,17.94,6.4,NA,SERC
2017-03-11 08:30:00,7.76,19.02,12.75,11.25,102.6,11.37,1.57,1.1,8.53,3.42,7.3,27.2,16.8,38,4.9,18.05,6.4,NA,SERC
2017-03-11 08:36:00,7.74,19.01,12.75,11.25,102.7,11.38,1.57,1.09,8.53,3.09,7.4,27.5,15,32,4.9,18.11,6.4,NA,SERC
2017-03-11 08:42:00,7.74,19.02,12.75,11.25,102.9,11.4,1.57,1.09,8.53,3.47,6.9,25.5,13.4,28,4.9,18.12,6.4,NA,SERC
2017-03-11 08:48:00,7.73,19.02,12.75,11.25,103.1,11.42,1.57,1.1,8.53,3.35,7,26.1,14,29,4.9,18.11,6.4,NA,SERC
2017-03-11 08:54:00,7.74,19.03,12.75,11.25,103.5,11.46,1.57,1.1,8.54,3.41,7,25.9,13.9,29,4.9,18.04,6.4,NA,SERC
2017-03-11 09:00:00,7.73,19.03,12.75,11.25,103.6,11.48,1.57,1.1,8.54,3.35,7,26.1,13.8,29,4.8,17.88,6.4,NA,SERC
2017-03-11 09:06:00,7.73,19.02,12.75,11.25,104,11.52,1.57,1.1,8.55,3.16,6.7,25.1,13.5,28,4.9,18.12,6.4,NA,SERC
2017-03-11 09:12:00,7.71,19.02,12.74,11.25,104.2,11.55,1.57,1.09,8.55,3.2,6.6,24.6,13.2,27,4.9,18.23,6.4,NA,SERC
2017-03-11 09:18:00,7.67,19.02,12.73,11.25,104.6,11.61,1.57,1.09,8.56,3.04,6.5,24.2,13.4,27,4.9,18.21,6.4,NA,SERC
2017-03-11 09:24:00,7.69,19.02,12.73,11.25,104.6,11.6,1.57,1.09,8.56,2.99,7.1,26.4,13.1,27,4.9,18.2,6.4,NA,SERC
2017-03-11 09:30:00,7.68,19.02,12.73,11.25,105,11.65,1.57,1.09,8.56,3,6.3,23.2,12.8,26,4.9,18.07,6.4,NA,SERC
2017-03-11 09:36:00,7.67,19,12.71,11.24,105.3,11.69,1.56,1.09,8.57,3.29,6.2,23.1,12.9,26,5,18.38,6.4,NA,SERC
2017-03-11 09:42:00,7.65,18.99,12.7,11.23,105.3,11.69,1.56,1.09,8.57,3.16,6.1,22.7,12.5,25,5,18.45,6.4,NA,SERC
2017-03-11 09:48:00,7.62,18.97,12.67,11.21,105.4,11.71,1.56,1.09,8.57,3.18,6.7,24.9,13.8,29,5,18.61,6.4,NA,SERC
2017-03-11 09:54:00,7.59,18.97,12.66,11.21,105.1,11.68,1.56,1.09,8.57,3.21,6.8,25.2,13.5,28,5,18.53,6.4,NA,SERC
2017-03-11 10:00:00,7.71,19,12.73,11.24,105.5,11.69,1.56,1.09,8.57,3.05,5.4,20.2,11.2,21,4.9,18.16,6.4,NA,SERC
2017-03-11 10:06:00,7.81,19.01,12.77,11.24,105.9,11.71,1.56,1.09,8.56,3.35,4.9,18.2,10.6,19,4.8,17.96,6.4,NA,SERC
2017-03-11 10:12:00,7.89,19.02,12.8,11.25,106.6,11.76,1.56,1.09,8.56,3.36,4.5,16.6,9.6,16,4.8,17.84,6.4,NA,SERC
2017-03-11 10:18:00,7.89,19.01,12.8,11.25,106.8,11.79,1.56,1.09,8.56,3.4,4.8,17.7,10.1,18,4.8,17.81,6.4,NA,SERC
2017-03-11 10:24:00,7.91,19.01,12.81,11.25,107.1,11.82,1.56,1.09,8.57,3.31,4.2,15.4,9,14,4.8,17.88,6.4,NA,SERC
2017-03-11 10:30:00,7.93,19.01,12.82,11.25,107.4,11.85,1.56,1.09,8.57,3.34,4.4,16.4,9.9,17,4.8,17.88,6.4,NA,SERC
2017-03-11 10:36:00,7.91,19.01,12.81,11.25,107.4,11.85,1.56,1.09,8.57,3.12,4.3,15.9,8.9,14,4.8,17.93,6.4,NA,SERC
2017-03-11 10:42:00,7.89,19.01,12.8,11.25,107.4,11.86,1.56,1.09,8.57,3.17,4.1,15,8.7,14,4.8,17.89,6.4,NA,SERC
2017-03-11 10:48:00,7.87,19.01,12.79,11.25,107.6,11.88,1.56,1.08,8.57,3.16,4.2,15.5,9,15,4.8,17.85,6.4,NA,SERC
2017-03-11 10:54:00,7.85,19,12.78,11.24,107.6,11.89,1.56,1.08,8.57,2.95,4.1,15,8.6,13,4.8,17.93,6.4,NA,SERC
2017-03-11 11:00:00,7.85,19.01,12.78,11.25,107.7,11.9,1.55,1.08,8.57,2.88,4.1,15.1,8.9,14,4.8,17.91,6.4,NA,SERC
2017-03-11 11:06:00,7.87,19.01,12.79,11.25,107.8,11.9,1.55,1.08,8.57,3.03,4,14.7,8.7,14,4.8,17.85,6.4,NA,SERC
2017-03-11 11:12:00,7.91,19.01,12.8,11.25,108.1,11.92,1.55,1.08,8.57,3.03,4.3,16.1,9.1,15,4.8,17.91,6.4,NA,SERC
2017-03-11 11:18:00,7.92,19.01,12.81,11.25,108.4,11.96,1.56,1.08,8.58,3.08,5,18.6,10.7,20,4.8,17.74,6.4,NA,SERC
2017-03-11 11:24:00,7.99,19.02,12.84,11.26,108.7,11.97,1.56,1.08,8.58,2.99,4.5,16.5,9.4,16,4.8,17.78,6.4,NA,SERC
2017-03-11 11:30:00,8.03,19.02,12.86,11.26,109.2,12.01,1.55,1.08,8.59,2.84,4.2,15.4,9,15,4.8,17.78,6.4,NA,SERC
2017-03-11 11:36:00,8.07,19.01,12.87,11.25,109.3,12.01,1.55,1.08,8.58,3.02,4.2,15.7,9.2,15,4.7,17.44,6.4,NA,SERC
2017-03-11 11:42:00,8.07,19.01,12.86,11.25,109.3,12.01,1.55,1.08,8.58,2.96,4.6,17.1,9.7,17,4.8,17.88,6.4,NA,SERC
2017-03-11 11:48:00,8.1,18.99,12.86,11.24,109.3,12,1.55,1.08,8.58,3.13,4.6,17.1,9.6,16,4.8,17.95,6.4,NA,SERC
2017-03-11 11:54:00,8.11,18.99,12.86,11.24,109.3,12,1.55,1.08,8.58,3.25,4.8,17.9,9.8,17,4.8,17.94,6.4,NA,SERC
2017-03-11 12:00:00,8.11,18.98,12.86,11.23,109.4,12.01,1.55,1.08,8.58,3.47,4.3,16.1,9.2,15,4.8,17.96,6.4,NA,SERC
2017-03-11 12:06:00,8.1,18.97,12.85,11.23,109.3,12,1.55,1.08,8.57,3.53,4.3,15.9,9,14,4.8,17.98,6.4,NA,SERC
2017-03-11 12:12:00,8.07,18.97,12.84,11.23,109.3,12.02,1.55,1.08,8.57,3.38,4.4,16.4,9.1,15,4.9,18.03,6.4,NA,SERC
2017-03-11 12:18:00,8.11,18.97,12.85,11.23,109.5,12.03,1.55,1.08,8.57,3.69,4.6,17,9.4,16,4.8,17.63,6.4,NA,SERC
2017-03-11 12:24:00,8.14,18.97,12.87,11.23,109.3,12,1.55,1.08,8.57,3.68,4.2,15.4,9,15,4.8,17.64,6.4,NA,SERC
2017-03-11 12:30:00,8.11,18.98,12.85,11.23,109.4,12.01,1.55,1.08,8.57,3.66,4.3,16.1,9.2,15,4.8,17.7,6.4,NA,SERC
2017-03-11 12:36:00,8.1,18.97,12.85,11.23,109.3,12.01,1.54,1.08,8.57,3.65,4.1,15.2,8.6,13,4.8,17.8,6.4,NA,SERC
2017-03-11 12:42:00,8.1,18.97,12.84,11.23,109.3,12.01,1.54,1.08,8.57,3.68,4.3,15.9,9.1,15,4.8,17.76,6.4,NA,SERC
2017-03-11 12:48:00,8.1,18.97,12.85,11.23,109.8,12.06,1.54,1.08,8.57,3.78,4.6,17,9.4,16,4.8,17.79,6.4,NA,SERC
2017-03-11 12:54:00,8.12,18.97,12.85,11.23,109.9,12.06,1.54,1.08,8.57,3.81,4.9,18,9.9,17,4.8,17.92,6.4,NA,SERC
2017-03-11 13:00:00,8.14,18.98,12.86,11.23,109.8,12.05,1.54,1.08,8.58,3.93,4.5,16.8,9.4,16,4.8,17.7,6.4,NA,SERC
2017-03-11 13:06:00,8.16,18.98,12.88,11.24,110.2,12.09,1.54,1.08,8.58,3.66,4.3,16,9.2,15,4.8,17.67,6.4,NA,SERC
2017-03-11 13:12:00,8.18,18.99,12.89,11.24,110.3,12.1,1.54,1.08,8.58,3.48,4.7,17.3,9.9,17,4.8,17.74,6.4,NA,SERC
2017-03-11 13:18:00,8.25,18.99,12.92,11.24,111,12.15,1.54,1.08,8.59,3.59,4.2,15.7,9.1,15,4.8,17.8,6.4,NA,SERC
2017-03-11 13:24:00,8.25,19,12.93,11.25,111.4,12.19,1.54,1.07,8.59,3.53,4.8,17.7,10,17,4.8,17.65,6.4,NA,SERC
2017-03-11 13:30:00,8.25,19.01,12.93,11.26,111.6,12.22,1.54,1.07,8.59,3.36,4.9,18.3,10.5,19,4.7,17.58,6.4,NA,SERC
2017-03-11 13:36:00,8.32,19.01,12.95,11.26,111.9,12.23,1.54,1.07,8.6,3.34,4.5,16.8,9.6,16,4.7,17.56,6.4,NA,SERC
2017-03-11 13:42:00,8.33,19.01,12.96,11.26,112.3,12.26,1.54,1.07,8.6,3.34,4.6,17.1,9.6,16,4.7,17.47,6.4,NA,SERC
2017-03-11 13:48:00,8.36,19.01,12.97,11.26,112.5,12.28,1.54,1.07,8.6,3.36,5,18.6,10.3,18,4.7,17.35,6.4,NA,SERC
2017-03-11 13:54:00,8.4,19,12.98,11.25,112.9,12.31,1.54,1.07,8.6,3.28,4.8,18,10.2,18,4.7,17.42,6.4,NA,SERC
2017-03-11 14:00:00,8.41,19.01,12.99,11.26,113.2,12.34,1.54,1.07,8.61,3.33,5.4,20.2,11,21,4.7,17.42,6.4,NA,SERC
2017-03-11 14:06:00,8.43,19.01,12.99,11.26,113.3,12.35,1.54,1.07,8.61,3.26,5.4,20,11.1,21,4.7,17.42,6.4,NA,SERC
2017-03-11 14:12:00,8.45,19.01,13,11.26,113.5,12.36,1.53,1.07,8.61,3.32,5.5,20.3,11.1,21,4.7,17.34,6.4,NA,SERC
2017-03-11 14:18:00,8.5,19.01,13.02,11.26,113.7,12.37,1.53,1.07,8.61,3.35,5.6,20.7,11.5,22,4.7,17.42,6.4,NA,SERC
2017-03-11 14:24:00,8.56,19,13.04,11.26,113.9,12.38,1.53,1.07,8.61,3.31,5.5,20.4,11.3,21,4.7,17.25,6.4,NA,SERC
2017-03-11 14:30:00,8.55,19.01,13.04,11.26,113.8,12.36,1.54,1.07,8.61,3.43,5.9,21.8,11.9,23,4.7,17.29,6.4,NA,SERC
2017-03-11 14:36:00,8.56,19.01,13.04,11.26,113.9,12.37,1.53,1.07,8.61,3.44,6.1,22.8,12.3,24,4.7,17.26,6.4,NA,SERC
2017-03-11 14:42:00,8.59,19.01,13.05,11.26,114.1,12.39,1.53,1.07,8.61,3.59,5.8,21.6,11.8,23,4.7,17.27,6.4,NA,SERC
2017-03-11 14:48:00,8.61,19.01,13.06,11.27,114.4,12.41,1.54,1.07,8.61,3.81,5.9,22,12,24,4.7,17.3,6.4,NA,SERC
2017-03-11 14:54:00,8.67,19.01,13.08,11.26,114.7,12.43,1.53,1.07,8.61,3.63,5.2,19.3,10.7,19,4.7,17.28,6.4,NA,SERC
2017-03-11 15:00:00,8.71,19.01,13.09,11.26,115.1,12.46,1.54,1.07,8.61,3.51,5.5,20.6,11.2,21,4.6,17.17,6.4,NA,SERC
2017-03-11 15:06:00,8.64,19.02,13.07,11.27,114.7,12.44,1.54,1.07,8.62,3.53,5.5,20.4,11.2,21,4.7,17.21,6.4,NA,SERC
2017-03-11 15:12:00,8.57,19.03,13.06,11.27,114.4,12.42,1.54,1.07,8.62,3.25,5.5,20.4,11.3,21,4.7,17.19,6.4,NA,SERC
2017-03-11 15:18:00,8.57,19.03,13.06,11.27,114.6,12.45,1.53,1.07,8.62,3.27,6,22.2,12.1,24,4.6,17.11,6.4,NA,SERC
2017-03-11 15:24:00,8.56,19.03,13.05,11.28,114.6,12.45,1.54,1.07,8.62,3.17,5.9,22,12.1,24,4.6,17.12,6.4,NA,SERC
2017-03-11 15:30:00,8.48,19.04,13.04,11.28,114.5,12.46,1.54,1.07,8.62,3.09,6.2,23.1,12.3,24,4.6,17.13,6.4,NA,SERC
2017-03-11 15:36:00,8.49,19.04,13.04,11.28,114.7,12.48,1.54,1.07,8.62,3.12,6.4,23.8,12.8,26,4.6,17.14,6.4,NA,SERC
2017-03-11 15:42:00,8.49,19.04,13.04,11.28,115,12.51,1.54,1.07,8.62,2.96,6.2,22.9,12.6,25,4.6,17.04,6.4,NA,SERC
2017-03-11 15:48:00,8.5,19.04,13.04,11.28,115.1,12.52,1.54,1.07,8.62,3,6.3,23.6,12.7,25,4.6,17.17,6.4,NA,SERC
2017-03-11 15:54:00,8.47,19.04,13.03,11.28,115.2,12.54,1.54,1.07,8.62,3.04,6.5,24.3,13,27,4.6,17.05,6.4,NA,SERC
2017-03-11 16:00:00,8.47,19.04,13.03,11.28,115.3,12.55,1.53,1.07,8.62,3.01,6.3,23.4,12.7,26,4.6,17.05,6.4,NA,SERC
2017-03-11 16:06:00,8.44,19.04,13.02,11.28,115.5,12.57,1.53,1.07,8.63,3,6.5,24.1,13,26,4.6,17.14,6.4,NA,SERC
2017-03-11 16:12:00,8.44,19.04,13.02,11.28,115.7,12.6,1.54,1.07,8.63,2.95,6.3,23.4,12.6,25,4.6,17.12,6.4,NA,SERC
2017-03-11 16:18:00,8.49,19.03,13.03,11.28,116,12.62,1.53,1.07,8.63,2.95,6.3,23.5,12.8,26,4.6,17.11,6.4,NA,SERC
2017-03-11 16:24:00,8.53,19.03,13.05,11.28,116.4,12.65,1.53,1.07,8.63,3.06,6.3,23.4,12.5,25,4.7,17.24,6.4,NA,SERC
2017-03-11 16:30:00,8.62,19.03,13.07,11.28,117.1,12.7,1.53,1.07,8.64,3.22,7.1,26.6,12.9,26,4.6,17.14,6.4,NA,SERC
2017-03-11 16:36:00,8.56,19.03,13.06,11.28,116.8,12.68,1.53,1.07,8.63,2.94,6.8,25.1,13.4,28,4.6,17.16,6.4,NA,SERC
2017-03-11 16:42:00,8.55,19.03,13.05,11.28,116.6,12.67,1.53,1.07,8.63,2.88,6.7,25.1,13.3,27,4.6,17.13,6.4,NA,SERC
2017-03-11 16:48:00,8.48,19.04,13.03,11.28,116.1,12.64,1.53,1.07,8.63,2.84,6.6,24.5,13,26,4.6,17.17,6.4,NA,SERC
2017-03-11 16:54:00,8.46,19.04,13.03,11.28,116.1,12.63,1.53,1.07,8.63,2.96,6.8,25.2,13.3,27,4.7,17.22,6.4,NA,SERC
2017-03-11 17:00:00,8.44,19.04,13.02,11.28,116.1,12.64,1.53,1.07,8.63,3.07,6.7,25.1,13.4,28,4.7,17.25,6.4,NA,SERC
2017-03-11 17:06:00,8.38,19.04,13,11.28,115.7,12.62,1.54,1.07,8.63,2.97,7.1,26.3,13.7,29,4.6,17.17,6.4,NA,SERC
2017-03-11 17:12:00,8.35,19.04,12.99,11.28,115.5,12.61,1.54,1.07,8.63,2.95,7.2,26.8,13.9,29,4.7,17.21,6.4,NA,SERC
2017-03-11 17:18:00,8.34,19.04,12.98,11.28,115.4,12.6,1.54,1.07,8.63,3.04,7.2,26.8,14.2,30,4.7,17.3,6.4,NA,SERC
2017-03-11 17:24:00,8.32,19.04,12.98,11.28,115.1,12.57,1.54,1.08,8.63,2.88,7.5,27.9,14.7,31,4.6,17.12,6.4,NA,SERC
2017-03-11 17:30:00,8.33,19.04,12.98,11.28,115.3,12.6,1.55,1.08,8.63,2.83,7.4,27.6,14.6,31,4.7,17.23,6.4,NA,SERC
2017-03-11 17:36:00,8.34,19.04,12.98,11.28,115.5,12.61,1.55,1.08,8.63,3.07,7.5,27.9,15.1,33,4.6,17.15,6.4,NA,SERC
2017-03-11 17:42:00,8.38,19.04,13,11.28,115.8,12.63,1.55,1.08,8.63,2.98,7.8,29.1,15.1,33,4.6,17.06,6.4,NA,SERC
2017-03-11 17:48:00,8.39,19.04,13,11.28,115.9,12.64,1.55,1.08,8.63,2.95,7.9,29.2,16.6,37,4.7,17.21,6.4,NA,SERC
2017-03-11 17:54:00,8.35,19.04,12.99,11.28,115.6,12.62,1.55,1.08,8.63,2.89,7.3,27.1,15.1,33,4.7,17.26,6.4,NA,SERC
2017-03-11 18:00:00,8.34,19.04,12.98,11.28,115.6,12.62,1.55,1.08,8.63,2.95,7.6,28.4,15.3,33,4.7,17.23,6.4,NA,SERC
2017-03-11 18:06:00,8.31,19.04,12.97,11.28,115.5,12.62,1.55,1.08,8.63,2.94,7.6,28.1,14.9,32,4.7,17.24,6.4,NA,SERC
2017-03-11 18:12:00,8.3,19.04,12.97,11.28,115.5,12.62,1.55,1.08,8.63,2.82,7.6,28.3,15.6,34,4.6,17.02,6.4,NA,SERC
2017-03-11 18:18:00,8.29,19.04,12.97,11.28,115.5,12.63,1.55,1.08,8.63,2.67,7.9,29.3,15.8,35,4.7,17.21,6.4,NA,SERC
2017-03-11 18:24:00,8.25,19.05,12.95,11.28,115.2,12.61,1.55,1.08,8.63,2.69,7.4,27.5,15.2,33,4.7,17.28,6.4,NA,SERC
2017-03-11 18:30:00,8.25,19.04,12.95,11.28,115.5,12.64,1.55,1.08,8.64,2.97,7.2,26.8,16.1,36,4.7,17.44,6.4,NA,SERC
2017-03-11 18:36:00,8.26,19.05,12.96,11.28,115.6,12.64,1.55,1.08,8.64,2.67,8,29.7,15.8,35,4.7,17.35,6.4,NA,SERC
2017-03-11 18:42:00,8.23,19.05,12.94,11.28,115.4,12.64,1.55,1.08,8.64,2.75,7.9,29.2,16.8,38,4.7,17.24,6.4,NA,SERC
2017-03-11 18:48:00,8.21,19.05,12.94,11.28,115.3,12.63,1.56,1.09,8.63,2.43,7.4,27.4,17.3,39,4.7,17.52,6.4,NA,SERC
2017-03-11 18:54:00,8.23,19.04,12.94,11.28,115.3,12.62,1.56,1.09,8.63,2.58,8.7,32.5,15.6,34,4.6,16.98,6.4,NA,SERC
2017-03-11 19:00:00,8.21,19.05,12.94,11.28,115.1,12.6,1.56,1.09,8.63,2.69,7,25.9,16.3,36,4.7,17.21,6.4,NA,SERC
2017-03-11 19:06:00,8.18,19.05,12.93,11.28,115,12.6,1.56,1.09,8.63,2.86,8.5,31.7,17.8,41,4.7,17.45,6.4,NA,SERC
2017-03-11 19:12:00,8.15,19.05,12.92,11.28,114.8,12.59,1.56,1.09,8.63,2.75,7.9,29.5,16.2,36,4.7,17.34,6.4,NA,SERC
2017-03-11 19:18:00,8.15,19.05,12.92,11.28,114.9,12.6,1.56,1.09,8.63,2.88,8,29.9,14.8,32,4.6,17.13,6.4,NA,SERC
2017-03-11 19:24:00,8.12,19.05,12.91,11.28,114.7,12.59,1.56,1.09,8.63,2.78,7.8,29.2,15.2,33,4.7,17.28,6.4,NA,SERC
2017-03-11 19:30:00,8.09,19.05,12.9,11.28,114.7,12.6,1.56,1.09,8.63,3,8.1,30.2,16.9,38,4.7,17.34,6.4,NA,SERC
2017-03-11 19:36:00,8.11,19.05,12.9,11.28,114.6,12.58,1.56,1.09,8.63,2.76,8.3,30.8,16.6,37,4.7,17.33,6.4,NA,SERC
2017-03-11 19:42:00,8.05,19.05,12.88,11.28,114.5,12.59,1.56,1.09,8.63,2.81,7.8,29.2,15.4,34,4.7,17.22,6.4,NA,SERC
2017-03-11 19:48:00,8.01,19.05,12.87,11.28,114.5,12.6,1.57,1.09,8.63,2.84,8.2,30.6,16.4,36,4.8,17.62,6.4,NA,SERC
2017-03-11 19:54:00,7.99,19.05,12.86,11.27,114.5,12.6,1.57,1.09,8.63,2.61,7.6,28.3,16.2,36,4.7,17.39,6.4,NA,SERC
2017-03-11 20:00:00,8,19.05,12.86,11.28,114.2,12.57,1.57,1.09,8.63,2.56,8,29.8,16.9,38,4.7,17.21,6.4,NA,SERC
2017-03-11 20:06:00,7.99,19.05,12.86,11.27,114.4,12.59,1.57,1.1,8.63,2.8,8.3,30.8,16.6,37,4.7,17.23,6.4,NA,SERC
2017-03-11 20:12:00,7.98,19.05,12.86,11.27,114.3,12.58,1.57,1.1,8.63,2.55,7.7,28.7,16.9,38,4.7,17.38,6.4,NA,SERC
